name,freq
PRÁŠEK,1983.783032
SEKANINA,1983.783032
FANTA,1977.679084
ŠEDA,1965.471188
BARTŮNĚK,1959.36724
PALEČEK,1959.36724
RYBÁŘ,1959.36724
VORÁČEK,1959.36724
VÁCLAVEK,1953.263293
HUML,1951.228643
SLOVÁČEK,1951.228643
ZOUBEK,1947.159345
STOKLASA,1941.055397
BEČVÁŘ,1936.986098
BURIÁNEK,1930.882151
FLORIÁN,1930.882151
DROZD,1928.847501
HOLOUBEK,1922.743554
KURKA,1922.743554
HORSKÝ,1920.708904
ČERNOHORSKÝ,1918.674255
KAŇKA,1916.639606
WEISS,1916.639606
ONDRA,1914.604957
PÍCHA,1914.604957
HORNÍK,1910.535658
BOUČEK,1902.397061
ZÁBRANSKÝ,1902.397061
PEROUTKA,1894.258464
BALOUN,1890.189165
BOHÁČEK,1888.154516
JÁNSKÝ,1888.154516
MLÁDEK,1886.119867
JANATA,1884.085218
KALOUSEK,1884.085218
MATĚJÍČEK,1884.085218
ŠIMÁČEK,1884.085218
VOJTEK,1882.050568
KOSINA,1869.842673
ZAHRÁDKA,1867.808024
FUCHS,1863.738725
PROŠEK,1863.738725
ROZSYPAL,1863.738725
BERKY,1861.704076
FABIÁN,1859.669426
PERNICA,1859.669426
MAYER,1857.634777
PATOČKA,1857.634777
ŠAŠEK,1857.634777
PIVOŇKA,1853.565479
SLADKÝ,1853.565479
ŽÍDEK,1853.565479
ŠÍPEK,1851.530829
TVRDÝ,1851.530829
KROPÁČEK,1841.357583
ROUBAL,1841.357583
SKOŘEPA,1839.322934
JANOTA,1837.288285
MICHALÍK,1837.288285
VYSLOUŽIL,1837.288285
JANŮ,1833.218986
KONÍČEK,1833.218986
KUNEŠ,1833.218986
KAREL,1827.115038
KULHAVÝ,1827.115038
MIKA,1827.115038
ŠENK,1827.115038
BÍNA,1825.080389
HANOUSEK,1825.080389
JIRSA,1825.080389
TRUHLÁŘ,1823.04574
KOUDELA,1816.941792
VORLÍČEK,1816.941792
ŠPLÍCHAL,1814.907143
BERNARD,1812.872493
ZÁLEŠÁK,1812.872493
KARBAN,1810.837844
HUŠEK,1808.803195
PÍŠA,1808.803195
ŠIMÁNEK,1808.803195
ZVĚŘINA,1808.803195
HRUBEŠ,1804.733896
ŘEHÁČEK,1804.733896
KRUPKA,1800.664598
WEBER,1800.664598
ŠIMÁK,1798.629949
BARTOŠEK,1794.56065
MATYS,1792.526001
HROCH,1790.491352
ŠKRABAL,1788.456702
JÍRA,1786.422053
VAVŘÍK,1778.283456
CHROMÝ,1776.248807
NEUMAN,1776.248807
LANGR,1766.07556
ZDRAŽIL,1764.040911
LAKATOŠ,1759.971613
KAISER,1757.936963
SVAČINA,1757.936963
HEJNA,1753.867665
ZEDNÍK,1751.833016
BOROVIČKA,1749.798366
BŘÍZA,1749.798366
POTŮČEK,1749.798366
HOLAS,1747.763717
RŮŽEK,1747.763717
JOHN,1745.729068
RAMBOUSEK,1745.729068
HANZAL,1741.659769
ŠÍR,1741.659769
KLIMENT,1739.62512
ZEZULA,1739.62512
DĚDEK,1737.590471
JIRÁNEK,1735.555821
MENCL,1735.555821
FRYDRYCH,1733.521172
KUBIŠ,1731.486523
ŠÍP,1731.486523
VOTRUBA,1731.486523
KALIVODA,1727.417224
ŠPIČKA,1727.417224
ROUS,1723.347926
ŽEMLIČKA,1723.347926
KRIŠTOF,1721.313277
NOVOSAD,1719.278627
JUŘICA,1715.209329
VODRÁŽKA,1715.209329
VYDRA,1715.209329
KREJČÍŘ,1713.17468
ŠVESTKA,1713.17468
HECZKO,1707.070732
HRDÝ,1705.036082
SYROVÝ,1705.036082
MRÁČEK,1703.001433
KUŽEL,1700.966784
PEŠKA,1696.897485
SMRČKA,1696.897485
DUCHOŇ,1694.862836
KALA,1694.862836
PAVLŮ,1694.862836
KAVKA,1692.828187
KNAP,1690.793538
KUPEC,1690.793538
HLÁVKA,1686.724239
CHUDOBA,1686.724239
JIŘÍK,1686.724239
POUR,1686.724239
STEINER,1686.724239
TUREČEK,1686.724239
VÍŠEK,1682.654941
STUDNIČKA,1680.620291
MIKULÁŠEK,1678.585642
BAŽANT,1676.550993
NEDBAL,1676.550993
JURČÍK,1674.516344
SLUKA,1674.516344
FERKO,1672.481694
KUBELKA,1672.481694
SMRŽ,1672.481694
FOUSEK,1670.447045
PRACHAŘ,1668.412396
ŠTEFL,1664.343097
TVRDÍK,1664.343097
HOŘEJŠÍ,1662.308448
HOLAN,1658.239149
SEMERÁD,1658.239149
KOPAL,1656.2045
FARKAŠ,1654.169851
MOKRÝ,1654.169851
NEŠPOR,1654.169851
LÁTAL,1650.100552
MOUČKA,1643.996605
KYNCL,1639.927306
URBANEC,1637.892657
VRZAL,1637.892657
SOMMER,1635.858008
BARÁK,1633.823358
HANÁČEK,1633.823358
KALÁB,1633.823358
KRAJÍČEK,1633.823358
MINÁŘ,1629.75406
SEVERA,1629.75406
PLŠEK,1625.684761
LEVÝ,1623.650112
FUKSA,1621.615463
SRB,1621.615463
KLOUČEK,1617.546164
KUBEC,1617.546164
KOCH,1609.407567
MACURA,1609.407567
MOTL,1607.372918
BEČKA,1601.26897
JIRKŮ,1601.26897
DOSKOČIL,1599.234321
HROMÁDKA,1599.234321
VYMAZAL,1599.234321
MAXA,1595.165022
JAKL,1591.095724
LUKÁČ,1589.061074
WALTER,1589.061074
JELEN,1587.026425
KOCMAN,1587.026425
KAMENÍK,1582.957127
KRUPA,1582.957127
MOUDRÝ,1582.957127
SEHNAL,1582.957127
VITÁSEK,1582.957127
BAŠTA,1576.853179
JIRKA,1576.853179
MICHNA,1572.78388
RÁC,1572.78388
DOLEČEK,1570.749231
JUREČKA,1570.749231
PAVLICA,1570.749231
LAVIČKA,1568.714582
VINŠ,1568.714582
CAHA,1566.679933
DUNKA,1566.679933
HRABOVSKÝ,1566.679933
REMEŠ,1566.679933
MACHÁČ,1564.645283
PODZIMEK,1564.645283
MASOPUST,1562.610634
ŠIMČÍK,1562.610634
DITTRICH,1560.575985
VAŠÁK,1558.541336
KOLEK,1556.506686
KUBICA,1556.506686
LÍBAL,1556.506686
ŽŮREK,1556.506686
GRYGAR,1554.472037
KOLMAN,1550.402738
STUPKA,1546.33344
VOKOUN,1546.33344
JAREŠ,1544.298791
MOJŽÍŠ,1544.298791
ŠMERDA,1542.264141
JEŽ,1540.229492
KABÁT,1540.229492
PŠENIČKA,1540.229492
SEIFERT,1540.229492
JANEČKA,1538.194843
MAZÁNEK,1538.194843
MIRGA,1538.194843
PETŘÍČEK,1538.194843
KRÁLÍČEK,1536.160194
MOLNÁR,1536.160194
HEŘMÁNEK,1534.125544
HÁNA,1532.090895
KOTAS,1532.090895
OLIVA,1532.090895
JECH,1530.056246
MACÁK,1530.056246
PILÁT,1530.056246
BRADA,1523.952298
RICHTR,1523.952298
ČURDA,1519.883
GRUNDZA,1519.883
ŠEBELA,1519.883
VODÁK,1519.883
SVĚTLÍK,1517.84835
FEJFAR,1515.813701
GOTTWALD,1513.779052
STIBOR,1513.779052
BRAUN,1511.744402
KUBÁNEK,1511.744402
KUCHTA,1511.744402
DANIŠ,1509.709753
HORNÍČEK,1509.709753
LUKÁŠEK,1509.709753
SVATOŇ,1509.709753
NEDOMA,1507.675104
BUBENÍK,1505.640455
BYRTUS,1505.640455
KŘEČEK,1505.640455
KAŠÍK,1503.605805
VOBOŘIL,1501.571156
BAYER,1499.536507
BŐHM,1497.501858
ERBEN,1497.501858
HÝBL,1497.501858
KUČA,1495.467208
ŠILHAVÝ,1495.467208
PAUL,1493.432559
KAŇA,1491.39791
VILÍMEK,1491.39791
BRÁZDIL,1489.363261
SVITÁK,1489.363261
BĚLOHLÁVEK,1483.259313
KALAŠ,1483.259313
KOSÍK,1483.259313
MRKVIČKA,1481.224664
BRABENEC,1479.190014
ŽĎÁRSKÝ,1479.190014
NESVADBA,1477.155365
VÍCHA,1477.155365
PLUHAŘ,1475.120716
RÝDL,1475.120716
OTÁHAL,1471.051417
RATAJ,1471.051417
ZAHRADNÍČEK,1471.051417
JAKOUBEK,1469.016768
KOTRBA,1469.016768
PAVELEK,1466.982119
HEGER,1464.947469
SVOZIL,1462.91282
GRUBER,1460.878171
RYS,1460.878171
JENÍČEK,1458.843522
KOVANDA,1456.808872
CHLUP,1454.774223
MALEČEK,1454.774223
KREJZA,1450.704925
KUBIŠTA,1450.704925
HŮLKA,1448.670275
KAVAN,1448.670275
NÝVLT,1448.670275
STREJČEK,1448.670275
ŠOUREK,1448.670275
DOUŠA,1444.600977
ŠULÁK,1444.600977
KREJSA,1442.566328
SOBEK,1442.566328
WINKLER,1442.566328
KÁŇA,1440.531678
JUŘÍK,1438.497029
MACHEK,1438.497029
PATERA,1436.46238
JÍCHA,1434.42773
KOKEŠ,1434.42773
GAŽI,1432.393081
VAVERKA,1430.358432
DRÁPAL,1428.323783
KAČÍREK,1428.323783
ZEMEK,1428.323783
ŠENKÝŘ,1424.254484
MIKULEC,1422.219835
ŠÁLEK,1422.219835
HUBENÝ,1418.150536
KOŇAŘÍK,1418.150536
TANCOŠ,1418.150536
VACULA,1416.115887
JAROLÍM,1414.081238
KRAJČA,1414.081238
KOUCKÝ,1412.046589
PALIČKA,1412.046589
GAJDOŠÍK,1410.011939
HOŘÍNEK,1410.011939
KOUTNÍK,1410.011939
PROUZA,1410.011939
VYCHODIL,1410.011939
JIŘÍČEK,1407.97729
HALAMA,1403.907992
SYSEL,1403.907992
GRULICH,1401.873342
POHANKA,1401.873342
KUBALA,1399.838693
HRABÁK,1395.769394
HAKL,1393.734745
SOLDÁN,1393.734745
ZAORAL,1393.734745
HRSTKA,1391.700096
